person_tmdbId,movieId,role
32926,2219,Diana Baring
553482,2219,Doucie Markham
33267,2219,Ted Markham
11543,25774,The Man
33023,25774,The Woman
1830629,25774,Marquise' Chambermaid / Girl at Blangis' Castle
45201,25774,Bandit Leader in the Hut
88671,1928,Yancey Cravat
77158,6254,Lucy Warriner
77158,33760,Anna Owens
77158,956,Julie Gardiner Adams
77158,8712,Ellen Wagstaff Arden
77158,1928,Sabra Cravat
77158,7058,Vinnie Day
128966,1928,Dixie Lee
129038,1928,Felice Venable
13852,3307,A Blind Girl
13853,3307,The Blind Girl's Grandmother
13854,3307,An Eccentric Millionaire
1547,25807,Dr. Vitus Werdegast
1547,936,Commissar Razinin
1547,2649,Ygor
1547,1337,Joseph
1547,2651,The Frankenstein Monster
1547,3928,Count Dracula
1547,2644,Count Dracula
1547,7881,Legendre
1547,3340,Dr. Eric Vornoff
1547,2362,Scientist
1548,2644,Mina Seward
2125,2644,John Harker
2125,2633,Frank Whemple
2125,25807,Peter Alison
1549,2644,Renfield
37675,32280,Mackie Messer
222228,32280,Polly
4344,32280,Tiger-Brown
2923,1340,Henry Frankenstein
2923,2648,Dr. Henry Frankenstein
29814,2648,Elizabeth
29815,2648,Victor Moritz
29815,87383,Edward Morgan
29815,8572,Capt. Herbert Cary
29815,32349,Stephen Dallas
2922,8003,George Sims
2922,1337,John Gray
2922,1340,The Monster
2922,25807,Hjalmar Poelzig
2922,8903,Baron Victor Frederick Von Leppe
2922,2633,Imhotep / Ardath Bey
2922,52435,Narrator / The Grinch (voice)
2922,2647,Dr. Niemann
2922,2780,Dr. Scarabus
2922,3832,Himself / Gorca
2922,2648,The Monster
2922,2649,The Monster
2922,3656,Charles van Druten
2922,7826,Dr. Hugo Hollingshead
55336,72683,First woman
55337,72683,Second woman
55338,72683,First man
55339,72683,Second man
2094,6390,"Brankov, Commisar"
2094,3926,Comm. Lucius Emery
2094,2212,Abbott
2094,2780,Dr. Adolphus Bedlo
2094,913,Joel Cairo
2094,8766,Marko
2094,5167,Kismet
2094,1019,Conseil
2094,1260,Hans Beckert
12322,1260,Frau Beckmann
12323,1260,Elsie Beckmann
12324,1260,Inspector Karl Lohmann
83476,8228,Sam Spade
100243,8228,Casper Gutman
13963,8228,Effie Perrine
13963,5234,Julia Quimby
13963,3929,Myrtle Sousé
5788,3035,Captain Morton
5788,6579,C.R. MacNamara
5788,5847,Police Commissioner Rhinelander Waldo
5788,7056,Tom Powers
5788,8600,Rocky Sullivan
5788,6856,George M. Cohan
5788,8491,Arthur 'Cody' Jarrett
82315,25826,Gladys Benton
82315,7056,Gwen Allen
82315,53038,Vantine
82315,25795,Kitty Packard
82316,7056,Matt Doyle
13568,6970,Peg Costello
13568,7056,Mamie
13568,25929,Zeena Krumbein
14582,5599,The Boy
14583,5599,The Girl
14584,5599,The Policeman
14585,5599,The Old Warrior
117802,5560,Emile
117803,5560,Louis
117804,5560,Jeanne
117805,5560,Paul Imaque
47439,2037,Lady St. Edmund
47439,6516,Dowager Empress Maria Feodorovna
47439,1011,Mrs. Steinmetz
47439,976,Catherine Barkley
4068,1283,Marshal Will Kane
4068,973,Long John Willoughby
4068,31116,Alvin C. York
4068,4046,Jess Birdwell
4068,937,Frank Flannagan
4068,897,Robert Jordan
4068,5644,Henry Louis 'Lou' Gehrig
4068,25868,Professor Bertram Potts
4068,25827,Longfellow Deeds
4068,976,Lt. Frederic Henry
4068,80748,White Knight
14563,1178,Gen. George Broulard
14563,976,Major Rinaldi
14563,25841,Anthony Powell
14563,3217,Oliver Niles
48960,976,Helen Ferguson
35849,2637,Babe Jenson
35849,6178,Ole Pa
35849,1154,The Schemer
35849,87218,Fred Dobbs
35849,8507,Phroso
1507,8507,Venus
1508,8507,Cleopatra
1509,8507,Roscoe
1509,80748,Fish
19549,1929,Grusinskaya
19549,8256,Christina
19549,936,Nina Ivanovna Yakushova aka Ninotchka
29578,32160,Oscar Jaffe
29578,1929,Baron Felix von Gaigern
29578,25795,Larry Renault
31550,8420,Louise Howell
31550,142192,Lynn Markham
31550,34517,Monica Rivers
31550,2612,Mildred Pierce
31550,8618,Vienna
31550,6830,Myra Hudson
31550,2856,Amy Nelson
31550,3546,Blanche Hudson
31550,1929,Flämmchen
31550,927,Crystal Allen
13352,25788,Tony 'Scarface' Camonte
13352,8044,James Allen
13352,1933,Emile Zola
13352,3447,Wang
13352,960,Eddie Kagle/Judge Fredrick Parker
13352,80346,Professeur Joseph Elsner
99349,8044,Helen
104800,8044,Linda
78828,2633,Helen Grosvenor / Princess Anck-es-en-Amon
78829,2633,Sir Joseph Whemple
77669,2214,Ben
77670,2214,Nora
30709,2214,Barton
7384,2214,Nora's Escort Brant
34745,123663,Julius J. McCracken
34745,98803,Jimmy Clayton
148513,123663,Albine
148512,123663,Patricia Alden
33973,2904,Hodgson
229958,2904,Griggs
87697,2904,Sergeant O'Hara
87697,7702,Joe Gallagher
232955,2904,Ameena
11492,1931,Fletcher Christian
11492,4428,Gay Langland
11492,2670,"Cmdr, Richardson"
11492,53038,Dennis Carson
11492,905,Peter Warne
11492,7822,Victor Marswell
117419,53038,Gary Willis
117419,2205,Jeff
13992,53038,Barbara Willis
13992,913,Brigid O'Shaughnessy
13992,4999,Edith Cortright
13992,918,Anna Smith
13992,2937,The Princess Centimillia
114768,2215,Fred Hill
115153,2215,Emily Hill
27929,2215,Commander Gordon
222671,2215,The Princess
13353,25788,Cesca Camonte
13354,25788,Poppy
13354,8572,Mrs. Cary
13355,25788,John 'Johnny' Lovo
32004,8670,Kent
26600,8670,Hardy
2433,5963,null
2433,8459,null
2433,25971,null
2433,3739,null
2434,3739,Mariette Colet
2436,1013,Charles McKendrick
2436,7312,John Everett Hughes
2436,8525,Dr. J. L. Pruitt
2436,3739,Major
2436,955,Horace Applegate
213511,25792,Chichi
142474,25792,Keiji (as Tokkan-Kozou)
145253,25792,Haha
1092896,25792,Ryoichi
96470,7881,Madeleine Short Parker
34758,7881,Dr. Bruner
96471,7881,Charles Beaumont
134268,80748,Gryphon
89610,25795,Carlotta Vance
20364,7080,Pat Denning
20364,7078,Buck Cantrell
20364,7061,Dr. Frederick Steele
20364,3849,Professor Warren
20364,7583,Craig Fleming
30001,7080,Peggy
103616,25801,Lady Lou
103616,7081,Tira
103616,8522,Flower Belle Lee
2638,1269,Mortimer Brewster
2638,930,T.R. Devlin
2638,6228,Leopold Dilg - Joseph
2638,8700,Captain Cassidy
2638,2847,Geoff Carter
2638,7840,Cutter
2638,4184,Dudley
2638,8695,Richard Nugent
2638,2206,John D. 'Johnnie' Aysgarth
2638,4795,Walter Christopher Eckland
2638,898,C.K. Dexter Haven
2638,951,Walter Burns
2638,5836,Tom Winters
2638,4798,Philip Adams
2638,7082,Philip Shayne
2638,911,Peter Joshua / Alexander Dyle / Adam Canfield / Bryan Cruikshank
2638,4802,Lt. Cmdr. Matt T. Sherman
2638,4796,Victor Rhyall
2638,933,John Robie
2638,932,Nickie Ferrante
2638,908,Roger O. Thornhill
2638,7212,Capt. Henri Rochard
2638,7211,Dr. Noah Praetorius
2638,8711,Jim Blandings
2638,25801,Captain Cummings
2638,7081,Jack Clayton
2638,956,Roger Adams
2638,25850,Johnny Case
2638,8712,Nick Arden
2638,955,David Huxley
2638,25842,George Kerby
2638,6254,Jerry Warriner
2638,52913,Jimmy Monkley
10610,7081,Benny Pinkowitz
30211,7081,Big Bill Barton
30211,8465,John Benson Farrell
30211,973,D.B. Norton
30211,954,Jim Taylor
30211,1934,Anthony P. Kirby
4113,912,Captain Louis Renault
4113,66686,Victor Grandison
4113,960,Nick
4113,25906,Job Skeffington
4113,3936,Erique Claudin
4113,4920,Dr. Jaquith
4113,954,Joseph Paine
4113,962,Det. Monty Phelan
4113,930,Alexander Sebastian
4113,940,Prince John
4113,2654,Sir John Talbot
4113,3932,"Jack ""The Invisible Man"" Griffin"
8535,3932,Flora Cranley
8535,98441,Gwen Warren
8535,99089,Margaret Allen
66789,3932,Arthur Kemp
7666,3932,Dr. Cranley
7666,25868,Prof. Jerome
7666,7702,Horace P. Bogardus
7666,2203,Joseph Newton
3242,2366,Ann Darrow
3243,2366,Carl Denham
3243,2430,Max O'Hara
3243,5230,Terris
3244,2366,Jack Driscoll
3244,25825,Kirby Dawson
3244,964,Laredo Stevens
3245,2366,Captain Englehorn
6598,3872,Violet Venable
6598,969,Rose Sayer
6598,7121,Amanda Bonner
6598,898,Tracy Lord
6598,7584,Tess Harding
6598,3451,Christina Drayton
6598,4427,Eleanor of Aquitaine
6598,47196,Lizzie Curry
6598,6970,Bunny Watson
6598,270,Ginny
6598,7705,Pat Pemberton
6598,7585,Jane Hudson
6598,8650,Mary Tyrone
6598,1124,Ethel Thayer
6598,4921,Jo
6598,25850,Linda Seton
6598,25841,Terry Randall
6598,955,Susan Vance
6598,52913,Sylvia/Sylvester Scarlett
7639,32469,Amelie Ducotel
7639,4921,Amy
7639,5169,Katharine 'Kitty' March
7639,25911,Alice Reed
7639,934,Ellie Banks
2092,4921,Prof. Bhaer
2092,2208,Dr. Hartz
2092,4999,Arnold Iselin
2092,755,Lama
2092,1019,Prof. Pierre Arronax
82412,4921,Aunt March
10921,5008,Sir Wilfrid Robarts
10921,2728,Sempronius Gracchus
10921,8767,Earl Janoth
10921,2201,Judge Lord Thomas Horfield
10921,48301,King Henry VIII
10921,1931,Captain Bligh
10921,7079,The Hunchback Quasimodo
10921,2207,Sir Humphrey Pengallan
10921,31374,Henry Horatio Hobson
3609,965,Richard Hannay
3609,7311,Charles Edward Chipping aka 'Mr. Chips'
3609,6630,The Mandarin of Yang Cheng
3609,48301,Thomas Culpeper
47677,48301,Thomas Cromwell
19329,48301,Wriothesley
98045,8256,Antonio
84230,8256,Magnus
89107,25801,Chick Clark
29273,25801,Serge Stanieff
33776,71102,Clancy
90333,71102,Renard
4165,4411,John Elder
4165,3365,Ethan Edwards
4165,4406,Tom Doniphon
4165,3487,Cole Thornton
4165,4042,Col. Davy Crockett
4165,4329,John Chance
4165,4704,Sean Mercer
4165,6446,Jake Cutter
4165,70121,Chris Morrell
4165,4710,John Bernard Books
4165,3643,Lt. Cmdr. Wedge Donovan
4165,964,Quirt Evans
4165,32174,Colonel Mike Kirby
4165,4401,"Michael ""Guns"" Donovan"
4165,6470,John Simpson Chisum
4165,3494,"Reuben J. ""Rooster"" Cogburn"
4165,7070,Thomas Dunson
4165,8524,Dan Roman
4165,1226,Sean Thornton
4165,3628,Jim Gordon
4165,5440,Capt. Nathan Cutting Brittles
4165,5826,Lt. Col. Kirby Yorke
4165,6276,Capt. Ralls
4165,71102,Lt. Tom Wayne
4165,7072,The Ringo Kid
4165,25916,Lt. (J.G.) 'Rusty' Ryan
149017,70121,Clara Moore
149018,70121,Nina
88655,70121,Vic Byrd
12748,25805,Le père Jules
11545,25805,Juliette
11545,3134,Elsa
11550,4712,Professor Philippe Pinel
11550,25805,Jean
142918,25805,Le camelot
94333,3086,Mother Goose
94105,3086,Little Bo-Peep
94331,3086,Tom-Tom Piper
94332,3086,Mother Widow Peep
131618,98458,Eddie Ellison
131618,99270,Jimmy Dugan
131618,5097,Loop Merritt
14965,7072,Dallas
14965,8009,Rose Morgenstern
14965,98458,Kay Ellison
14965,1069,Helen Grayle
14965,1153,Pat Cameron
14965,8524,May Holst
34348,98458,Welch
82349,25807,Joan Alison
8515,87383,Mrs. Denham
8515,5097,Mrs. Higgins
8515,3095,Ma Joad
143670,5097,Adele Martin
30181,3061,Ted Hanover
30181,25937,Don Hewes
30181,3379,Julian Osborn
30181,901,Dick Avery
30181,2981,(archive footage)
30181,6390,Steve Canfield
30181,8999,Himself - Co-Host / Narrator
30181,8998,Himself - Host / Narrator
30181,907,Guy Holden
30181,1066,Pete Peters
30181,7055,Lucky Garnett
30181,1067,Jerry Halliday
30181,945,Jerry Travers
30181,7050,Bake Baker
30181,5168,Tom Bowen
30181,935,Tony Hunter
30003,8336,Susan Applegate
30003,907,Mimi Glossop
30003,25841,Jean Maitland
30003,1066,Linda Keene
30003,7055,Penny Carrol
30003,945,Dale Tremont
30003,7050,Sherry Martin
125841,907,Hortense
125841,947,Angelica Bullock
125841,36553,Molly O'Leary
2437,907,Egbert 'Pinky' Fitzgerald
2437,1066,Jeffrey Baird
2437,944,"Alexander P. "" Lovey "" Lovett"
2437,945,Horace Hardwick
30155,2937,Geraldine 'Gerry' Jeffers
30155,905,Ellen 'Ellie' Andrews
30156,32160,Oliver Webb
30156,905,Alexander Andrews
30156,25839,Oliver Stone
30156,3447,Uncle
30157,32160,Owen O'Malley
30157,905,Oscar Shapeley
20502,2212,Bob Lawrence
20502,25901,Chorus
88569,2212,Jill Lawrence
88569,943,Martha Huggins
54036,2212,Ramon Levine
104728,99270,Mary Adams
1465942,99270,Sylvia Froos
41516,59180,Jane Parker
41516,950,Dorothy Wynant
41516,8767,Georgette Stroud
41516,39779,Jane Parker
96064,39779,Martin Arlington
3371,39779,Beamish
32428,25826,William 'Bill' Stephens Chandler
32428,3035,Doc
32428,950,Nick Charles
32428,7833,Nick Charles
32428,7831,Nick Charles
32428,947,Godfrey
32428,7834,Nicholas 'Nick' Charles
32428,1932,Florenz Ziegfeld Jr.
32428,7832,Nick Charles
32428,7058,Clarence Day Sr.
32428,7835,Nick Charles
13577,1939,Milly Stephenson
13577,6449,Martha Eaton
13577,950,Nora Charles
13577,7833,Nora Charles
13577,7831,Nora Charles
13577,7834,Nora Charles
13577,25826,Constance 'Connie' Allenbury
13577,1932,Billie Burke
13577,8695,Judge Margaret Turner
13577,7832,Nora Charles
13577,7395,Lillian Gilbreth
13577,8711,Muriel Blandings
13577,7835,Nora Charles
32430,950,Inspector John Guild
10279,6042,""
10279,26003,Himself (archive footage)
10279,4278,Himself
1090805,4278,Himself
1090806,4278,Himself
2491,6513,Jane Mason
2491,25839,Hazel Flagg
2491,946,Maria Tura
2491,2205,Ann
2491,32160,"Lily Garland, formerly Mildred Plotka"
2491,947,Irene Bullock
3610,965,Pamela
3611,965,Annabella Smith
3612,965,Professor Jordan
2924,1340,Elizabeth Frankenstein
2924,6650,Edith
2925,1340,Doctor Pretorius
8724,8167,Dr. Peter Blood
8724,3122,Jeb Stuart
8724,940,Robin Hood
8724,755,"Mahbub Ali, the Red Beard"
8725,8459,Catherine Sloper
8725,8718,Virginia Stuart Cunningham
8725,26116,Miriam Deering
8725,8167,Arabella Bishop
8725,3122,Kit Carson Holliday
8725,940,Maid Marian
8725,7583,Roy Timberlake
2495,8167,Colonel Bishop
2495,2649,Krogh
2495,2651,Mayor of Vasaria
2495,2650,Dr. Bohmer
8727,2649,Baron Wolf von Frankenstein
8727,7075,Sir Ravenhurst
8727,8167,Levasseur
8727,941,Captain Esteban Pasquale
8727,8404,Sherlock Holmes
8727,940,Sir Guy of Gisbourne
8727,3964,"Narrator (segment ""The Wind in the Willows"")"
2777,87383,Mary Blair
93910,8572,Col. Morrison
93910,25916,General Martin
72059,1931,Roger Byam
72060,1931,Smith
121019,7132,Rosa
1170215,99085,Elsa Middleton
20501,2936,John Sullivan
20501,929,John Jones
20501,99085,Donald Middleton
20501,2937,Tom Jeffers
34119,99085,Rolfe Brent
34119,2362,Inspector Warren
32923,52913,Michael Fane
22600,2184,Capt. Albert Wiles
22600,115139,John Traill
22600,52913,Henry Scarlett
22600,8612,Rowlie
22600,7058,Rev. Dr. Lloyd
22600,2398,Kris Kringle
22600,2287,Dr. Harold Medford
22600,31109,Mr. Jordan
30183,945,Alberto Beddini
854,904,"L.B. ""Jeff"" Jefferies"
854,6237,Glenn Miller
854,3088,Elwood P. Dowd
854,6429,Lin McAdam
854,6426,Jeff Webster
854,32371,P.J. 'Jim' McNeal
854,6422,Charlie Anderson
854,903,Det. John 'Scottie' Ferguson
854,953,George Bailey
854,6448,Capt. Frank Towns
854,3801,Paul Biegler
854,3516,Shep Henderson
854,26025,Charles Augustus 'Slim' Lindbergh
854,2183,Dr. Ben McKenna
854,4406,Ransom Stoddard
854,4710,Dr. E.W. Hostetler
854,3097,Alfred Kralik
854,898,Macaulay 'Mike' Connor
854,6513,John Horace 'Johnny' Mason
854,954,Jefferson Smith
854,6412,Tom Destry Jr.
854,1934,Tony Kirby
854,7834,David Graham
854,2142,Wylie Burp (voice)
32924,7834,Selma Forrest Landis
30002,47606,Captain January
30002,961,Silas Hobbs
2016,47606,Captain Nazro
1935,902,Doc Golightly
1935,8763,Calvin Bower
1935,47606,Paul Roberts
1935,1008,George Russel
9067,3097,Hugo Matuschek
9067,919,Professor Marvel / Wizard of Oz
9067,5098,Eustace Appleby
9067,1932,Billings
26029,5098,Allen Drew
108986,5099,Blind Anna
108986,5098,Caroline Drew
19020,1254,Howard
19020,4969,Edward Armstrong
19020,6856,Jerry Cohan
19020,4999,Sam Dodsworth
130385,4999,Fran Dodsworth
1009,99276,Inspector Angus 'Monty' Montague
1009,98441,Tony Kent
1009,8712,Steve Burkett
1009,7050,Bilge Smith
108702,7050,null
528,6515,Joan Graham
528,2210,Mrs. Verloc
528,25825,Katherine Grant
12147,3451,Matt Drayton
