person_tmdbId,movieId,role
24318,921,null
24318,489,null
24318,6814,null
14987,2383,null
1243,6993,Mickey Sachs
1243,4733,CW Briggs
1243,1057,Joe Berlin
1243,2356,null
1243,3814,Boris Grushenko
1243,7983,Danny Rose
1243,1077,Miles Monroe
1243,3812,Victor / Fabrizio / The Fool / Sperm
1243,2290,Sandy Bates
1243,2065,null
1243,6100,Andrew
1243,95201,Mark Lovegood
1243,69604,null
1243,1963,Virgil Starkwell
1243,4392,null
1243,4628,Sheldon
1243,60950,null
1243,52,Lenny
1243,113225,null
1243,3813,null
1243,103980,null
1243,3129,Himself
1243,80864,null
1243,2750,"Joe, the Narrator (uncredited)"
1243,5348,Val
1243,5339,Prof. Gabriel 'Gabe' Roth
1243,4409,Kleinman
1243,139415,null
1243,492,Larry Lipton
1243,41285,null
1243,46967,Sid Waterman
1243,32291,null
1243,86882,null
1243,1701,Harry Block
1243,1078,Fielding Mellish
1243,1230,Alvy Singer
1243,3618,Ray
1243,1244,Isaac Davis
1243,348,null
1243,7934,Leonard Zelig
1243,2973,Cliff Stern
1243,6584,Himself / Dub Voice / Projectionist
3087,1694,Euliss Dewey
8930,1079,null
280,6807,null
280,4467,Irritating Singer Inside Fish (uncredited)
280,109187,null
280,3108,null
280,2968,null
280,4911,Man with Rock
280,1199,Smoking Man (uncredited)
280,1136,Patsy / Green Knight / Old Man from Scene 24 (Bridgekeeper) / Sir Bors / Animator / Gorilla Hand
280,47465,null
280,32,null
280,36401,null
280,1884,null
280,69951,null
129482,3957,Billy Jack
4415,26574,null
4415,6415,Himself
4415,775,null
4415,2351,null
4415,8154,null
4415,1251,null
4415,129191,Himself
4415,6404,null
4415,7234,null
4415,7089,null
4415,4282,null
4415,8848,null
4415,7067,null
4415,2897,null
130137,2962,null
19429,4441,null
19429,4444,Tang Lung (a.k.a. Dragon)
55119,4658,null
55119,26258,El Topo
55119,26326,The Alchemist
55119,26164,Puppeteer (uncredited)
22767,265,null
22767,207,null
14277,1349,null
12988,810,null
12988,3442,null
12988,3270,null
12988,3698,null
12988,414,null
1158,1050,Himself/Richard III
9309,5101,Himself
3092,205,null
3092,3299,Georgia Mozell
40230,145307,Married Man
40230,69654,null
40230,7017,null
40230,809,null
6159,163949,null
6159,64620,null
6159,3259,null
6159,6950,null
6159,3526,null
6159,150,null
6159,104913,null
6159,2100,null
6159,2518,null
6159,2567,null
6159,68554,null
6159,83910,null
6159,2193,null
6159,3107,null
6159,33660,null
6159,3988,Whoville Townsperson
6159,2407,null
6159,2374,null
6159,371,null
6159,4995,null
6159,45447,null
6159,832,null
1270,33558,null
1270,2464,Mr. Wimbley
1270,91886,null
1270,1592,null
380,428,Lorenzo Anello
380,49822,Bill Sullivan
21958,1124,null
21958,5161,null
21958,3109,null
21958,6735,null
21958,4290,null
6593,5796,null
6593,1303,null
6593,7948,Grandfather
6593,913,null
6593,4428,Extra in Blackjack Scene (uncredited)
6593,3685,null
6593,1254,American in Tampico in White Suit (uncredited)
6593,6450,null
6593,4039,Actor on Radio (uncredited)
6593,6461,null
6593,5986,null
6593,969,null
6593,3364,null
6593,3334,null
6593,7946,null
6593,7583,null
6593,7944,null
6593,4098,null
6593,5915,null
6593,970,null
6593,7947,null
58499,26322,Maindrian Pace / Vicinski
99339,26323,Ko-ko / Boss / 'Near You' Singer / Robert Elgin / Mahetma Yenta / Lionel Elgin / Dancing Man
99339,5768,null
16483,2409,"Robert ""Rocky"" Balboa"
16483,79695,Barney Ross
16483,49651,"Robert ""Rocky"" Balboa Sr."
16483,5694,Man on Street (uncredited)
16483,2410,"Robert ""Rocky"" Balboa"
16483,2411,"Robert ""Rocky"" Balboa"
16483,57528,John Rambo
35040,401,null
16927,50912,null
1748,1373,Captain James T. Kirk
2725,69241,null
2725,32797,null
2725,81054,Franz
2725,6121,null
2725,6126,Kinogänger
2725,5473,"Franz ""Fox"" Bieberkopf"
2725,31522,Peddler (as Fassbinder)
2725,31524,null
2725,6509,Eugen
32552,76303,null
8966,1202,null
8966,91128,null
8966,3557,null
8966,4605,The Boil (Voice Only)
71732,2069,null
1038,86852,Meredith Black
1038,57,null
1038,157200,null
1038,4787,Dede Tate
57110,104662,null
3556,70927,null
3556,42900,null
3556,90430,null
3556,5995,null
3556,7069,null
3556,347,null
3556,8928,"Alfred, Assistent des Professors"
3556,3355,null
3556,109161,null
3556,37736,null
3556,229,null
3556,2160,null
3556,4506,Taxi Driver Who Hands Over the Matches to Dr. Walker
3556,6858,Young Boy (voice)
3556,3075,Spoon Player
3556,1252,Man with Knife
3556,74545,null
3556,6530,Trelkovsky
3556,8923,null
7795,2779,null
14639,3622,Tikon
14639,3033,President Skroob/Yoghurt
14639,2300,"Singer in ""Springtime for Hitler"" (voice) (uncredited)"
14639,26386,Dr. Richard H. Thorndyke
14639,6203,Goddard Bolt
14639,1278,Werewolf / Cat Hit by Dart / Victor Frankenstein (voice)
14639,520,Rabbi Tuckman
14639,12,Prof. Abraham Van Helsing
14639,2301,Moses/Comicus/Torquemada/Jacques/King Louis XVI
14639,3671,Gov. William J. Le Petomane / Indian Chief
12987,2463,null
12987,5500,null
12987,2791,null
12987,6888,null
12987,3868,null
12987,44972,Zoltar (voice)
12987,2060,null
12987,3869,Davy Crockett
2176,85213,White
2176,41863,Pete Perkins
21278,5581,Eddie Hopper
21278,5745,Jack Burroughs
21278,31000,Michael Burgess
18897,27032,null
18897,7108,null
18897,5243,Lung
18897,6095,Dragon
18897,2880,Jackie Condor
18897,42946,Sergeant Dragon Ma Yue Lung
18897,26547,Chan Ka Kui
18897,2879,Jackie / Asian Hawk / Asian Condor
20006,48159,null
11159,4089,Rudy
63208,1194,null
63208,4415,Chong
63208,4834,Chong
63208,5428,Corsican Brother
707,2265,Judge Alvin 'J.P' Valkenheiser / Bobo
11511,5102,Brickma
39104,439,null
39104,3272,null
39104,426,null
39104,2892,null
39104,1114,null
39104,152,null
39104,7764,Reno Miller
39104,1785,null
2461,110,William Wallace
2461,491,Justin McLeod
2461,7318,null
2461,48304,null
1532,7028,null
55983,3397,Kermit the Frog
55983,2140,Jen
55983,1967,null
7908,2140,null
7908,2746,null
7908,3398,Miss Piggy / Fozzie / Animal / Bert / Cookie Monster / Ocean Breeze Soap Board Member / Sam the Eagle (voice)
7908,2770,null
7908,60,null
7908,4448,null
7908,8373,null
7908,1614,null
7908,6999,null
7908,53956,null
7908,3809,null
7908,4499,null
13,2829,Steven Phillips
13,3358,Daniel Miller
13,4276,David Howard
13,1414,John Henderson
13,4197,Albert Brooks
13,42740,Albert Brooks
1749,1375,Capt. Spock/Elevator Voice
1749,3449,null
1749,5308,null
1749,1376,Captain Spock
10367,2926,Dr. Fredrickson
10367,2282,Pervert on Phone (voice)
10367,532,Ted Bundy (voice)
10367,3858,Reporter
10367,8872,null
10367,26680,null
10367,2361,Narrator
10367,7920,null
10367,5780,null
10367,4863,null
12438,2552,null
69791,5357,null
22354,6830,null
22354,3628,null
22354,3737,null
33054,893,null
33054,7025,null
33054,6892,null
33054,3457,null
24173,30898,Adam 'Shep' Goodman
24173,5053,null
24173,51931,Bryan Sugarman
408,143377,null
6818,67504,""
6818,60333,Narrator (voice)
6818,5059,Himself / Narrator
6818,31549,null
6818,8267,Soldier (uncredited)
6818,31547,Narrator (voice)
6818,5056,null
6818,44671,null
6818,7063,null
6818,73572,null
6818,5121,null
6818,620,TV-Regisseur
6818,85394,Himself
6818,3202,null
6818,53550,null
6818,5615,null
6818,70488,Himself
6818,5489,Gravedigger (uncredited)
6818,34542,Himself
6818,66019,Himself
6818,2970,null
6818,72405,null
6818,3002,Himself
2171,100083,null
2171,2316,null
2171,1541,null
10594,51044,null
51962,8827,Himself
59442,164979,null
17494,4149,null
17494,59900,Homeless Guy
17494,1431,null
17494,54004,null
17494,6014,null
17494,85367,null
17494,2694,Reluctant Trick-or-Treat Giver (uncredited)
17494,79134,null
17494,90890,null
17494,104218,Dr. Larry
17494,44840,Coach Bellows
17494,2798,All American Dad
17494,104,Doug Thompson
228,4017,Jackson Pollock
11161,8225,null
1524,2795,Car salesman (voice) (uncredited)
1524,5900,null
1524,69436,Adam
1524,3552,null
1524,719,null
1524,40959,null
1524,1265,Neurologist
1524,3968,null
1524,2539,null
1524,312,null
2228,7789,null
2228,78,null
2228,4056,null
2228,55247,null
587,72308,Commander William Adama
587,6022,Montoya Santana
776,4602,Quick
35350,7932,Himself
4724,1531,null
101377,5940,Paul Bland
101377,7991,Frankenstein's Doctor (uncredited)
101377,8927,Lester Marks
101377,4660,Dr. Mo Van De Kamp
11357,66427,Bruce Campbell
10431,4345,null
42745,83086,null
83313,343,null
83313,136592,null
29383,3961,null
62410,1858,null
57082,49528,null
57082,4372,null
57082,101884,null
57082,5524,null
57082,37853,null
12708,71668,null
61961,5650,null
61961,4592,null
8872,5650,Bob McKenzie
57055,57910,null
518,6763,"Narrator (voice, uncredited)"
518,6997,Bobby Ciaro
518,837,Harry Wormwood
518,4333,Owen / Ned 'Little Ned' Lift
518,4681,Gavin D'Amato
518,5265,Burke Bennett
31,1042,Mr. White
31,87522,Larry Crowne
44990,4079,null
44990,219,null
69597,71518,Smashley Simpson
5657,1397,null
6949,6335,Abimael Guzman (uncredited)
9894,3062,null
2880,49280,Tim Fallon
2880,2260,John Wisdom
2880,5438,James St. James
26510,7186,null
7678,833,null
7678,6811,null
77133,4849,null
3026,1259,null
3026,6493,Wirschafter
3026,11,null
3026,42007,null
3026,6636,null
3026,1197,null
3026,1401,null
3026,80586,null
3026,2268,null
3026,3499,Helicopter Pilot
3026,2961,Stan
3026,1307,null
3026,112749,Artie
3026,1288,Marty DiBergi
3026,56587,null
3026,505,null
2165,7358,Herself
1269,590,Lieutenant Dunbar
1269,1726,The Postman
1269,6617,Charley Waite
122449,112582,null
122449,1442,null
122449,89337,null
122449,6269,Himself
122449,246,Narrator
10747,38994,null
2395,107382,Herself
569,5315,Sam (voice)
26473,100326,null
2053,5294,Father Meeks
2053,37739,null
43553,6105,null
57147,487,null
27875,141886,Train conductor
27875,79469,Plagge
27875,80717,Abel
27875,148372,Ramon Bax
27875,153584,Theo
27875,107649,Ludwig
27875,64660,Edgar
17114,48744,Sextra (one of the participants in the orgy sequence)
17114,4642,Hedwig
2223,54768,null
55265,138546,null
4818,2324,Guido Orefice
4818,48032,Attilio de Giovanni
4818,26732,Johnny Stecchino
504,1171,Bob Roberts
504,36,null
504,3145,Voice on Film Reel (voice) (uncredited)
58040,3029,null
3131,2977,null
2178,4,null
2178,1888,null
6384,104129,Donaka Mark
7904,237,Mickey Gordon
7904,27373,null
7904,3500,Buddy Young Jr.
5281,3423,"Darrell ""Half-Pint"" Dunlap"
5281,107314,null
5281,1054,null
5281,3424,Mookie
5281,3943,null
5281,639,Jimmy
5281,3865,null
5281,3422,Mars Blackmon
5281,44199,null
5281,159,Chucky
5281,2702,John Jeffries
5281,4217,Interviewer (voice) (uncredited)
5281,352,Snuffy
5281,3425,Giant
5281,5954,null
5281,3426,Cyrus
5281,3246,Shorty
5281,1840,null
126620,26581,Himself
64,1846,null
3078,7815,Narrator / Lip-Syncher / Talking Heads singer
937111,103813,null
15111,704,Christopher Dubois
95024,93855,null
95024,48817,null
95024,3544,Shakes The Clown
95024,71429,null
18342,91873,null
18342,6568,null
1241,2767,Tuccio
68750,1490,null
68750,6204,Jefferson Reed
68750,4116,Bobby Taylor
68750,4102,null
68750,70751,null
16214,6977,Stone
16214,8364,Melvin Van Peebles
6720,3824,null
6720,2621,null
1103,1601,null
1103,3248,Mr. Johnson
13524,4570,null
13524,3911,Harlan Pepper
13524,1887,null
13524,1449,Corky St. Clair
13524,49220,Jay Berman
13524,6296,Alan Barrows
11275,27648,Chauffeur
2628,1523,Curtis Freley
14405,133545,null
35689,4066,Jack Spade
35689,46865,null
35689,387,Shame
35689,8531,null
35689,3785,Slave
35689,4388,null
1461,58839,Jimmy 'Dodge' Connelly
1461,89804,Governor Mike Morris
1461,39292,Fred Friendly
1461,6003,CIA Agent Jim Byrd
1461,108928,Lt. Frank Stokes
126452,4552,null
58608,4552,null
58608,1570,null
61797,4563,Albert Einstein
98,94931,null
98,52967,null
98,102588,Herself (uncredited)
1558,3320,null
10707,1136,null
10707,7355,Toad
10707,4591,King Arnulf
10707,1080,Mandy Cohen / Colin / Simon the Holy Man / Bob Hoskins / Saintly Passer-by / Alarmed Crucifixion Assistant
10707,6807,Diverse Rollen
5292,56885,Melvin B. Tolson
5292,5955,Dr. Jerome Davenport
5010,48696,null
5010,4903,null
11181,130073,null
11181,1411,Prince Hamlet
11181,273,Victor Frankenstein
11181,96,null
11181,108188,Viktor Cherevin
11181,1224,Henry V
11181,3044,Roman Strauss / Mike Church
11181,3045,Andrew Benson
11181,497,Benedick
11181,86332,null
11181,3719,Berowne
21175,1174,Michel Blanc / Patrick Olivier
41285,55872,null
37221,34338,null
55189,73211,null
55189,60857,null
55189,8777,"Bruce Shack, the Director"
55189,2342,null
17087,5669,Himself
17087,53894,himself
17087,8622,Himself
17087,157,Redneck Protester #2
17087,2064,Himself
17087,1827,Himself
1979,30818,Bobby Darin
1979,1352,null
31024,5803,null
31024,3534,null
31024,47122,null
31024,73042,null
31024,1911,null
31024,585,null
31024,1476,null
3417,2570,null
3417,4231,null
78029,626,Darnell
55152,33358,null
55152,994,Bob
55152,65665,Hamlet
224,70927,null
224,2455,Gynecologist
224,112070,null
224,7123,null
224,6748,null
224,1483,null
224,6197,null
224,7029,null
224,5853,null
224,31270,null
224,2118,null
224,55118,null
224,37733,null
224,2600,null
224,89761,null
224,2551,Obstetrician (uncredited)
224,488,null
224,6774,Max Renn in helmet (uncredited)
3129,3150,null
66496,50685,Dawn
1776,4628,null
1776,4111,null
1776,1208,Director of TV Crew (uncredited)
1776,6109,null
1776,4690,null
1776,1221,null
1776,26485,null
1776,2114,null
1776,1339,null
1776,3730,null
1776,858,null
1776,2469,null
1776,765,null
1776,2023,null
1776,1672,null
1776,4557,null
37872,26729,null
8328,6518,null
8328,3441,null
8328,1587,null
36602,54736,FBI Agent
36602,94018,JPJ 2nd Gunner
36602,2387,Man at Funeral
36602,8937,null
36602,107069,Soldier (uncredited)
36602,6764,null
36602,60074,Doctor
6385,4527,null
2632,118924,Andre
2632,6265,Mays Gilliam
879,1358,Karl Childers
879,4031,null
934,117871,Joshua Connor
4566,1728,Man in street (uncredited)
51864,1660,null
51864,54513,null
564,27904,null
564,6978,Should Have Stayed at Bus Station
564,100714,null
564,34321,null
564,94896,null
564,1454,null
564,4888,null
564,4873,Pinball Playing Man / Man on Back of Boat
564,6863,null
564,441,null
564,112290,null
564,8638,null
564,1804,null
564,215,null
17764,7315,Felix Reynolds
5149,3512,Megan Dayton
47820,3266,null
64998,31724,Himself
2226,454,null
2226,2906,Carl Broman
2226,27821,Jay Pettigrew (uncredited)
2226,77808,null
2226,7,null
2226,3194,null
2226,2819,null
2226,1959,null
2226,3011,null
2226,4361,George Fields
2226,5707,null
2226,26689,null
2226,6413,null
2226,3074,null
69359,8582,Himself - Interviewer
69359,27846,null
127283,526,Jean
33,3271,George Milton
41419,4740,null
15521,886,null
15521,328,null
15521,547,null
141825,100083,null
141825,449,Ice Cold
141825,1532,Montel
141825,330,Richard
10139,4278,null
2406,97,Young Skin
2406,4383,null
2406,61350,null
2406,6952,null
2406,582,Felix
15277,4452,Bobby
15277,59315,"Harold ""Happy"" Hogan"
15277,83613,null
15277,111443,Carl Casper
15277,40851,null
15277,137857,Pygmy Hog (voice)
15277,77561,"Harold ""Happy"" Hogan"
15277,6936,Dr. Leonardo
3317,70927,null
3317,4640,Aniki Yamamoto
3317,8370,Zatoichi
3317,26840,Aniki Murakawa
3317,8012,Kikujiro
3317,1809,Yoshitaka Nishi (as Beat Takeshi)
3317,8327,null
110879,101904,null
110879,7786,null
2283,994,null
2283,2295,Arthur
884,1051,Tommy
10697,4345,Joe Therrian
20173,3008,Patrick Wheeler
35137,68,Marijo
11806,2499,Herself
1146,95744,Marion
524,71823,null
2388,5264,null
2388,69805,null
2388,53138,Debra's Husband
2388,1356,Commander William T. Riker
2388,2393,Commander William T. Riker
15337,31427,null
15337,5564,null
82796,213,Col. Sergei Petrovich Kotov
119232,496,Michael
119232,864,null
1032,38304,null
1032,4628,null
1032,88682,null
1032,1343,null
1032,58879,""
1032,90863,null
1032,44421,Himself - Host / Narrator
1032,106782,null
1032,5385,Himself
1032,48516,null
1032,16,null
1032,111,Man in Cab
1032,26391,null
1032,74458,null
1032,7419,Club Berlin Searchlight Operator (uncredited)
1032,2474,null
1032,30812,null
1032,8840,null
1032,6001,TV Director
1032,1213,null
1032,2976,Dispatcher (Voice)
1032,5956,Wealthy Homeowner (uncredited)
1032,8042,Jimmy Shorts (Uncredited)
1032,412,Photographer (uncredited)
1032,2022,Isaiah (uncredited)
1032,1730,null
1032,1228,Barbizon Stagehand
1032,90866,Photographer (uncredited)
1032,8838,null
1032,5275,Brothel Client (uncredited)
14392,3727,null
14392,69481,null
14392,4351,null
14392,5479,null
14392,5808,null
14392,98961,null
14392,198,null
14392,5961,null
138,18,null
138,32587,null
138,52281,null
138,296,Jimmie Dimmick
138,128360,Narrator (voice) (uncredited)
138,53519,Warren
138,7438,null
138,99114,The LeQuint Dickey Mining Co. Employee
138,6874,null
138,1729,Answering Machine (voice) (uncredited)
138,68157,First Scalped Nazi / American Soldier in 'Pride of Nation' (uncredited)
138,1089,Mr. Brown
1896,152057,Miles Davis
129534,244,Pokey / Prickle / Gumbo (voice)
11701,118702,null
92561,99,Narrator
92561,1856,Interviewer
92561,7620,null
92561,7171,Himself
88750,7125,null
1893,80572,Himself
67569,4711,null
17403,71248,Jim (uncredited)
17403,2502,Stan - Chotchkie's Manager
17403,47997,null
17403,1405,Beavis / Butt-Head / Tom Anderson / Mr. Van Driessen / Principal McVicker (voice)
106753,971,null
106753,4190,null
106753,7095,null
106753,5301,null
106753,8057,null
106753,6852,null
106753,972,null
106753,8451,null
819,3536,Father Brian Finn
47773,8571,Man Screaming at the Institute
47773,5548,null
47773,112577,null
47773,26324,null
47773,4524,President Simms' mother
47773,33912,Hal
47773,664,Dr. Susskind
47773,4590,Leon Tortshiner
47773,4971,Dave
7399,106918,Walter Mitty
7399,148888,Derek Zoolander
7399,61132,Tugg Speedman
7399,784,Sam Sweet / Stan Sweet
7399,4816,Derek Zoolander
7399,372,Michael Grates
109253,4350,Himself
108,4350,null
108,7153,Corsair Bosun (uncredited)
108,5952,Rohan Soldier (uncredited)
108,799,null
108,1255,Derek / Robert
108,4624,""
108,4993,Albert Dreary (uncredited)
108,98809,Running Dwarf in Erebor (uncredited)
108,72731,null
108,118696,null
108,106489,null
108,1241,Undertaker's Assistant
108,247,Bum Outside Theater (uncredited)
108,41569,null
2361070,109359,null
68185,118,Joe MacGonaughgill
68215,122,null
68215,3955,Aloysius
68215,3773,null
68215,725,null
24045,105213,"Jon Martello, Jr."
73499,2907,null
73499,5573,Fidio the Lawyer
73499,2884,Jeff
30021,671,Gypsy
22461,1916,Billy Brown
22461,27664,Bud Clay
12833,804,Mickey Fitzpatrick
12833,144,Barry/Finbar McMullen
12833,4782,Tommy
1844,92751,Henry
880,97304,Tony Mendez
880,55290,null
880,80489,Doug MacRay
5342,2417,null
5342,6832,null
5342,141,null
5342,3326,null
5342,1810,null
5342,4809,null
5342,7572,null
5342,2245,null
5342,4349,null
5342,1247,null
5342,382,null
5342,2132,null
5342,56788,null
5342,3167,null
5342,4478,null
5342,4318,null
5342,6613,null
5342,8981,null
1390109,1886,null
19143,3913,null
81749,70927,null
5953,126106,null
5953,71745,Bob (voice) / Terry (voice)
5953,5902,null
5953,106920,Alien Child (voice)
5953,2997,null
57206,506,null
57206,1669,Sally
54733,1484,null
54733,67734,null
54733,54503,null
54733,84772,null
11151,110771,null
11151,8533,null
11151,1600,null
11151,50442,null
11151,5108,null
11151,69712,null
34517,2325,Joe Young / Orgazmo
34517,8917,Gary Johnston / Joe / Kim Jong Il / Hans Blix / Carson / Matt Damon / Drunk in Bar / Tim Robbins / Sean Penn / Michael Moore / Helen Hunt / Susan Sarandon (voice)
34517,2700,Stan Marsh / Eric Cartman / Gregory / Satan / Mr. Garrison / Mr. Hat / Phillip Niles Argyle / Randy Marsh / Clyde Donovan / Tom - News Reporter / Midget In A Bikini / Canadian Ambassador / Bombardiers / Mr. Mackey / Army General / Ned Gerblanski / Christophe - Ze Mole (or The Mole) / Big Gay Al (singing) / Adolf Hitler / Additional Voices (voice)
34517,79008,Various characters
93133,1903,Lee Plenty
10,68954,null
162102,2492,Myles
15009,56908,null
19975,112112,Jim Owens
3064,4698,null
3064,6591,Mr O'Connor
148100,3001,Danny
34849,6327,null
34849,94,null
34849,2587,null
34849,514,null
34849,4239,Archie Sigmond
77003,89774,J. J. Riley (uncredited)
77003,3118,Jack Ranson
77003,62792,null
77003,7263,null
41887,6547,null
41887,50923,null
41887,2725,Francis Falls
554095,3883,Dwayne Williams / Sap
40223,78469,"Mike ""The Operator"""
40223,114818,null
40223,50794,null
40223,91976,null
40223,2487,Sid French
40223,5959,null
9048,65126,Lord High Charlie
78157,2285,null
78157,53887,Director
1462,75813,Bolger
1462,4745,null
1462,5682,null
3288,2706,null
3288,56171,null
3288,5377,null
3288,4153,null
3288,72407,null
69488,70927,null
69488,5073,Giovanni
6198,27875,null
6198,1447,D-Reper
6198,4775,null
28279,4151,Manie
28279,32591,Sylvia Millet
57328,3327,Narrator
57328,42013,null
5367,8784,Andrew Largeman
52886,87975,Michael Westen (cameo)
4489,5047,The Chosen One
4489,19,null
4489,7048,Security Guard Baxter
36423,4255,Gord Brody
22215,155392,null
6817,4237,Herself
6817,3637,null
7883,95858,Bird (voice) (uncredited)
19303,74532,null
19303,45728,Silent Bob
19303,223,Silent Bob
19303,62434,null
19303,114670,null
19303,180,Silent Bob
19303,3052,Silent Bob
19303,7366,null
19303,89343,null
19303,1639,Silent Bob
19303,4734,Silent Bob
74376,149572,null
74376,148168,null
84021,143410,Pete
84021,5829,Chris Cutter
119368,91690,Julie Keller
55587,76210,Doctor
2245,71823,null
2245,5466,Yvan
66193,101142,null
66193,76093,null
66193,5444,null
240,1178,null
240,750,null
240,1206,null
240,924,null
240,1222,Murphy (voice) (uncredited)
240,2728,null
240,2727,null
240,2726,null
240,2730,null
240,1258,null
240,2712,null
240,2729,null
550064,5224,Himself
57607,6618,Sing
57607,31878,Sing
9281,133419,Gail Abernathy-McKadden-Feinberger
9281,100083,"Amy (segment ""Beezel"")"
78297,5629,null
78298,5629,Larry the Cucumber / Pirate Larry / Jean Claude Pea / Cockney Pea #1 / Self-Help Tape Voice / Jerry Gourd / Whooping BBQ Pea (voice)
14887,90357,null
91610,59143,null
91610,74152,null
23724,302,null
105648,102993,Roddy
19359,108506,null
19359,6940,Esther
26724,2880,null
1152,8577,Himself
